Reward Definition 1-avg,Reward Definition 2-avg,Reward Definition 3-avg,Reward Definition 1-sd,Reward Definition 2-sd,Reward Definition 3-sd
154.1529534,152.6880088,151.6478082,0.987368553,6.073307017,6.272035181
150.889154,150.6210117,149.1794792,3.822880478,5.908923858,12.13914732
143.4562081,147.2736117,145.068607,4.819489593,9.911579859,16.98569701
141.0575569,143.1337772,141.8430241,5.455540966,13.86390861,22.45580518
142.3729055,142.6923436,137.0779987,4.258422469,15.20999163,21.64761958
141.8395786,139.9608534,129.446426,3.009556394,19.54329121,8.292629045
142.6053142,138.2474507,125.9247694,12.21312696,22.34398464,3.824510759
144.944267,137.864041,121.8426376,6.173008579,22.97644015,0.957481829
142.9042713,136.6695432,123.2837633,2.868572425,21.42495953,1.890838712
140.4753491,134.1883611,122.8668716,6.978043785,19.80088904,7.526297448
144.831724,129.8546665,121.2140054,4.784983596,18.06800728,9.950079705
142.1989627,128.9411909,119.6522743,5.207992424,16.6135087,12.41323719
143.0636136,126.0329756,117.4410171,6.049645969,21.7444523,13.65333826
143.635195,122.5499609,115.0860337,6.732347314,21.98353122,10.20645405
143.635195,121.0451752,118.4475046,6.732347314,21.36629107,10.33703407
143.635195,122.9461919,117.3118749,6.732347314,24.21899709,10.62306296
142.4651183,123.6013692,113.8379158,6.570303865,26.33695572,13.82985786
142.4651183,123.6848111,111.547822,6.570303865,26.28228217,15.67589213
143.635195,122.8998924,111.8887609,6.732347314,24.4196699,15.07422172
143.635195,120.7177114,109.7929996,6.732347314,21.16140361,13.84506688
142.8043389,123.8747752,109.7601414,8.12108028,25.85826625,14.97667475
141.3754642,123.7955951,107.6814519,10.54100819,25.95142585,12.01193549
138.1007765,123.8747752,106.8391284,10.30906862,25.85826625,11.08821536
138.2055965,123.8747752,107.8489694,7.875821987,25.85826625,13.31960247
136.4687087,123.8747752,106.4615857,8.055051154,25.85826625,11.36850054
136.0658333,123.8747752,100.7617975,8.254229923,25.85826625,2.19871387
135.8435754,122.3690456,97.72531141,8.386968597,23.32085805,3.468442515
136.1853006,119.4669491,94.67562595,8.189471899,18.48584984,8.985022223
