Reward Definition 1-avg,Reward Definition 2-avg,Reward Definition 3-avg,Reward Definition 1-sd,Reward Definition 2-sd,Reward Definition 3-sd
75.33389515,73.32253111,68.98988326,0.896406134,4.491128015,13.00847182
75.21782363,73.35622294,68.98988326,1.025613617,4.464277307,13.00847182
74.85227001,73.35622294,68.93089037,0.896324016,4.464277307,12.9727107
74.81526627,73.35622294,68.93089037,0.905294881,4.464277307,12.9727107
75.15354033,73.42599476,68.90819873,0.621920117,4.410608351,13.07889366
74.73478134,73.39256799,68.87903348,1.013062176,4.443521393,13.06124764
74.5204416,73.42599476,68.93089037,1.127860159,4.410608351,12.9727107
74.97678744,73.42599476,68.30766563,0.802923525,4.410608351,12.75103815
75.56075414,73.39256799,68.73426529,0.599821548,4.443521393,13.30850594
75.58255376,73.39256799,68.73426529,1.048875643,4.443521393,13.30850594
76.05587464,73.39256799,68.16289744,0.280811786,4.443521393,12.99465146
76.02121784,73.3274795,68.93089037,0.297833107,4.509053542,12.9727107
75.70930809,73.39256799,68.93089037,0.347915381,4.443521393,12.9727107
75.7567379,73.39256799,68.31559483,0.410558888,4.443521393,12.6429904
75.59122221,73.39256799,68.61990001,0.683031481,4.443521393,12.79603156
75.32719936,73.39256799,69.37667067,1.132284915,4.443521393,13.26006651
75.83132896,73.35973968,69.56099544,0.520179063,4.476338506,13.39009806
76.17789552,72.58766942,68.83177849,0.318639838,5.365289487,12.91422695
76.17789552,73.35973968,69.57013173,0.318639838,4.476338506,13.39670832
76.17789552,72.55524146,68.9961159,0.318639838,5.406667541,13.01229113
76.17789552,73.39256799,68.9961159,0.318639838,4.443521393,13.01229113
76.17789552,73.35973968,68.17595714,0.318639838,4.476338506,12.57953434
76.17789552,73.32549048,68.35952252,0.318639838,4.501217097,12.66384202
75.70457463,73.29328891,69.56099544,1.138455657,4.525192877,13.39009806
75.70457463,73.32611721,68.61990001,1.138455657,4.493460907,12.79603156
75.37460412,73.2932303,68.87283925,0.985934197,4.533387048,12.93821173
75.49681795,73.26102873,69.02161948,1.540855109,4.556851638,13.02800104
75.13394694,73.26102873,69.56099544,1.33203389,4.556851638,13.39009806
74.96843125,73.29328891,68.87283925,1.327796165,4.525192877,12.93821173
74.77598191,73.2614419,69.56099544,1.398787774,4.565533763,13.39009806
75.00004305,73.2956911,70.09347853,1.181497245,4.541732097,13.62446793
75.11605263,73.2956911,70.09347853,1.083822375,4.541732097,13.62446793
75.00004305,73.2956911,69.37667067,1.181497245,4.541732097,13.26006651
75.00004305,73.2956911,69.37667067,1.181497245,4.541732097,13.26006651
74.92846954,73.2956911,68.93089037,1.254083603,4.541732097,12.9727107
74.7044084,73.2956911,68.93089037,1.444052163,4.541732097,12.9727107
74.62981734,73.2956911,68.93089037,1.315706802,4.541732097,12.9727107
74.7044084,73.2956911,69.37667067,1.444052163,4.541732097,13.26006651
74.7044084,73.2956911,70.02426636,1.444052163,4.541732097,13.74424964
74.7044084,73.2956911,70.02426636,1.444052163,4.541732097,13.74424964
74.62981734,73.2956911,70.02426636,1.315706802,4.541732097,13.74424964
74.62981734,73.2956911,70.02426636,1.315706802,4.541732097,13.74424964
74.70139085,73.2956911,70.6623613,1.272171847,4.541732097,14.29156356
74.58238753,73.2956911,70.6623613,1.234188808,4.541732097,14.29156356
74.70139085,73.2956911,70.6623613,1.272171847,4.541732097,14.29156356
74.62981734,73.2956911,69.95137486,1.315706802,4.541732097,13.68601611
74.70139085,73.2956911,69.95137486,1.272171847,4.541732097,13.68601611
74.62981734,73.2956911,70.25294352,1.315706802,4.541732097,13.93278752
74.62981734,73.2956911,70.25294352,1.315706802,4.541732097,13.93278752
74.62981734,73.2956911,69.56099544,1.315706802,4.541732097,13.39009806
74.62981734,73.2956911,69.56099544,1.315706802,4.541732097,13.39009806
74.62981734,73.2956911,69.56099544,1.315706802,4.541732097,13.39009806
74.97242803,68.3272542,67.32316699,1.169596719,8.766000092,13.56493773
75.21419061,69.18153001,67.13586433,1.311617423,8.473177557,12.71997907
75.04628277,70.07857791,67.73636624,0.951413358,7.665483393,13.60070896
74.01013391,69.7986936,65.50765429,1.024936372,7.319639573,13.85195423
74.7638149,69.23980434,63.97827176,1.241454848,6.463978223,14.62369365
73.3174147,69.27497671,62.98971733,0.827585422,4.197563691,13.15370506
73.05263677,65.85659502,63.35654284,0.867683243,3.111845588,12.74823203
73.81811029,64.92400238,62.5748657,0.176730797,1.278691043,13.3028325
74.0836486,65.64982967,63.55161241,0.283195045,0.874349292,12.62867773
73.86423024,68.80037238,63.46026424,0.227447906,0.558235753,13.16906798
73.56679784,68.22829852,62.86228071,0.612016729,1.969710599,13.9573193
73.97068285,67.94287093,65.62528602,0.043993426,1.710520115,13.24504626
73.74717504,67.07062009,64.12159491,0.814481467,2.250567862,12.33998679
73.74717504,71.73765825,63.63870028,0.814481467,6.750856916,12.94061608
72.79109685,72.43884784,65.00740354,1.650316202,6.085746742,14.0584414
72.08767583,70.79808708,65.69947181,2.765331445,3.245593874,13.37170574
73.02919625,70.79808708,65.69947181,1.315112386,3.245593874,13.37170574
72.46349837,70.79808708,65.12451188,2.155730666,3.245593874,14.02807722
73.73002811,70.79808708,65.06567138,0.881912708,3.245593874,12.29082741
73.0568338,69.62972647,65.69947181,1.279129253,1.918641051,13.37170574
73.07686397,69.62972647,64.99642345,1.253547704,1.918641051,14.17969128
73.81267231,66.56628675,65.69947181,0.927246462,3.07852987,13.37170574
73.81267231,69.92031631,64.47647595,0.927246462,1.626265798,14.81333185
74.78028837,68.62952641,65.69947181,0.968044151,0.661568869,13.37170574
75.49553165,69.99527531,63.81966089,0.907364148,3.541079065,15.17242637
73.17517612,70.11893698,64.3747909,1.161081825,3.750412608,14.94045653
73.17517612,70.11893698,62.82538895,1.161081825,3.750412608,13.68137278
73.15429992,70.11893698,61.98590507,1.1875321,3.750412608,11.20861345
73.15429992,70.05602885,60.35684669,1.1875321,3.643851686,10.85167364
73.17517612,69.99527531,62.81339208,1.161081825,3.541079065,13.73463675
73.17517612,70.11893698,61.38982779,1.161081825,3.750412608,11.10184403
73.15641643,70.11893698,58.88821422,1.169144503,3.750412608,7.363474597
74.3177369,70.63151234,59.98542094,1.500501244,3.575148451,7.662348242
73.81267231,70.11893698,60.6478112,0.927246462,3.750412608,8.836410954
73.13868335,70.11893698,60.67471339,1.177539796,3.750412608,8.796839657
73.13868335,68.49645581,60.73978041,1.177539796,1.155317071,8.701418069
74.35982633,68.49645581,60.73978041,1.56095183,1.155317071,8.701418069
74.33773576,69.38776289,60.73978041,1.595205068,2.524543108,8.701418069
74.78989784,69.16590876,60.70603577,0.95668085,0.364244687,8.750853699
75.45993736,69.35630366,60.73978041,0.869711508,2.472716801,8.701418069
74.84276974,70.11893698,60.70603577,0.897113103,3.750412608,8.750853699
74.78028837,70.40541464,60.70603577,0.968044151,3.352801223,8.750853699
75.49553165,70.0253137,60.6473987,0.907364148,3.591875198,8.837018245
75.49553165,69.98110489,60.6473987,0.907364148,3.557732987,8.837018245
